Date,Rainfall_Mangona,Rain_sum_previous_21_days,day_of_year,week_of_year,Rain_sum_previous_28_days,Rain_sum_previous_14_days,quarter,Rainfall_S_Piero,year_month,Rain_weekly_sum_3_weeks_before,Rain_weekly_sum_2_weeks_before,Rainfall_S_Agata,month,Rainfall_Le_Croci,season,Rain_weekly_sum_4_weeks_before,Rain_sum_previous_7_days,Temperature_Le_Croci,sum_Rainfall,mean_Rainfall,Rainfall_Cavallina,year,Flow_Rate,Lake_Level
2006-12-11,0.0,150.14999999999998,345,50,167.5,75.74999999999999,4,0.2,2006-12-11,74.39999999999999,1.1499999999999915,0.0,12,0.0,1,17.350000000000023,74.6,9.35,0.2,0.05,0.0,2006,2.4,247.14
2006-12-12,0.0,122.44999999999996,346,50,167.59999999999997,75.74999999999997,4,0.4,2006-12-12,46.69999999999999,12.349999999999987,0.2,12,0.2,1,45.150000000000006,63.399999999999984,6.1,0.6000000000000001,0.15000000000000002,0.0,2006,2.4,247.15
2006-12-13,0.0,93.84999999999997,347,50,167.59999999999997,75.54999999999997,4,0.0,2006-12-13,18.299999999999997,12.299999999999983,0.0,12,0.0,1,73.75,63.249999999999986,5.6,0.0,0.0,0.0,2006,2.4,247.14
2006-12-14,0.0,76.94999999999997,348,50,162.09999999999997,75.44999999999997,4,0.0,2006-12-14,1.5,15.499999999999986,0.0,12,0.0,1,85.14999999999999,59.94999999999999,10.0,0.0,0.0,0.0,2006,2.4,247.13
2006-12-15,0.0,76.89999999999998,349,50,159.69999999999996,75.39999999999998,4,0.0,2006-12-15,1.5,23.249999999999986,0.0,12,0.0,1,82.79999999999998,52.14999999999999,10.1,0.0,0.0,0.0,2006,2.4,247.1
2006-12-16,0.0,76.09999999999998,350,50,159.64999999999995,75.34999999999998,4,0.0,2006-12-16,0.75,24.499999999999986,0.0,12,0.0,1,83.54999999999997,50.849999999999994,10.3,0.0,0.0,0.0,2006,2.4,247.08
2006-12-17,2.0,76.44999999999999,351,50,151.24999999999997,75.85,4,0.2,2006-12-17,0.5999999999999943,74.64999999999999,0.0,12,0.0,1,74.79999999999998,1.2000000000000002,10.0,2.2,0.55,0.0,2006,2.4,247.06
2006-12-18,0.4,77.2,352,51,151.6,76.05000000000001,4,2.2,2006-12-18,1.1499999999999915,74.55000000000001,0.4,12,0.4,1,74.39999999999999,1.5000000000000002,9.85,3.0,0.75,0.0,2006,2.4,247.03
2006-12-19,1.0,77.44999999999997,353,51,124.14999999999998,65.1,4,0.0,2006-12-19,12.34999999999998,63.24999999999999,0.6,12,0.2,1,46.7,1.85,7.85,1.6,0.4,0.0,2006,2.4,246.99
2006-12-20,0.0,77.29999999999998,354,51,95.6,64.99999999999999,4,0.0,2006-12-20,12.299999999999997,63.249999999999986,0.2,12,0.0,1,18.30000000000001,1.75,5.1,0.2,0.05,0.0,2006,2.4,246.95
2006-12-21,3.2,79.1,355,51,80.6,63.599999999999994,4,1.2,2006-12-21,15.5,59.949999999999996,3.0,12,0.4,1,1.5,3.6500000000000004,4.4,7.6000000000000005,1.9000000000000001,0.2,2006,2.4,246.91
2006-12-22,0.0,79.05,356,51,80.55,55.79999999999999,4,0.0,2006-12-22,23.250000000000007,52.14999999999999,0.0,12,0.0,1,1.5,3.6500000000000004,5.5,0.0,0.0,0.0,2006,2.4,246.88
2006-12-23,0.0,79.0,357,51,79.75,54.49999999999999,4,0.0,2006-12-23,24.500000000000007,50.849999999999994,0.0,12,0.0,1,0.75,3.6500000000000004,5.5,0.0,0.0,0.0,2006,2.4,246.84
2006-12-24,0.0,78.95,358,51,79.55,4.3,4,0.0,2006-12-24,74.65,0.6499999999999995,0.0,12,0.0,1,0.5999999999999943,3.6500000000000004,6.25,0.0,0.0,0.0,2006,2.4,246.79
2006-12-25,0.0,78.4,359,52,79.55,3.85,4,0.0,2006-12-25,74.55000000000001,0.75,0.0,12,0.0,1,1.1499999999999915,3.1,9.75,0.0,0.0,0.0,2006,2.4,246.77
2006-12-26,0.0,67.05,360,52,79.39999999999999,3.8000000000000003,4,0.0,2006-12-26,63.25,1.4500000000000002,0.0,12,0.0,1,12.349999999999994,2.35,10.45,0.0,0.0,0.0,2006,2.4,246.72
2006-12-27,0.0,66.94999999999999,361,52,79.24999999999997,3.7,4,0.2,2006-12-27,63.249999999999986,1.7000000000000002,0.0,12,0.0,1,12.299999999999983,2.0,6.4,0.2,0.05,0.0,2006,2.4,246.68
2006-12-28,0.0,63.64999999999999,362,52,79.14999999999998,3.7,4,0.0,2006-12-28,59.94999999999999,1.75,0.0,12,0.0,1,15.499999999999986,1.9500000000000002,5.35,0.0,0.0,0.0,2006,2.4,246.65
2006-12-29,0.0,55.849999999999994,363,52,79.09999999999998,3.7,4,0.0,2006-12-29,52.14999999999999,3.6500000000000004,0.0,12,0.0,1,23.249999999999986,0.05,4.9,0.0,0.0,0.0,2006,2.4,246.6
2006-12-30,3.4,57.099999999999994,364,52,81.6,6.25,4,2.0,2006-12-30,50.849999999999994,3.6500000000000004,2.6,12,5.0,1,24.5,2.5999999999999996,7.85,10.2,2.55,2.2,2006,2.4,246.56
2006-12-31,2.4,8.950000000000001,365,52,83.60000000000001,8.3,4,2.0,2006-12-31,0.6500000000000004,3.6500000000000012,1.6,12,5.6,1,74.65,4.6499999999999995,8.2,8.2,2.05,2.2,2006,2.4,246.53
2007-01-01,25.6,20.299999999999997,1,1,94.85,19.549999999999997,1,8.2,2007-01-01,0.75,3.099999999999998,8.4,1,16.6,1,74.55,16.45,11.7,47.199999999999996,11.799999999999999,5.0,2007,2.4,246.5
2007-01-02,5.0,23.049999999999997,2,1,86.3,21.599999999999998,1,1.0,2007-01-02,1.4499999999999993,2.349999999999998,2.6,1,5.0,1,63.25,19.25,10.25,11.2,2.8,2.6,2007,1.0,246.58
2007-01-03,0.0,22.9,3,1,86.14999999999999,21.2,1,0.0,2007-01-03,1.6999999999999993,1.9499999999999993,0.0,1,0.0,1,63.24999999999999,19.25,8.2,0.0,0.0,0.0,2007,1.0,246.63
2007-01-04,0.8,23.15,4,1,83.1,21.4,1,0.2,2007-01-04,1.75,1.9499999999999993,0.0,1,0.4,1,59.949999999999996,19.45,7.15,1.0,0.25,0.0,2007,1.0,246.65
2007-01-05,0.0,23.2,5,1,75.35,19.55,1,0.2,2007-01-05,3.6499999999999986,0.05000000000000071,0.0,1,0.0,1,52.14999999999999,19.5,4.45,0.2,0.05,0.0,2007,1.0,246.65
2007-01-06,0.0,23.25,6,1,74.1,19.6,1,0.2,2007-01-06,3.6499999999999986,0.05000000000000071,0.0,1,0.0,1,50.849999999999994,19.55,7.65,0.2,0.05,0.0,2007,1.0,246.65
2007-01-07,2.6,24.8,7,1,25.45,21.150000000000002,1,1.0,2007-01-07,3.6499999999999986,2.6000000000000014,1.6,1,2.6,1,0.6499999999999986,18.55,6.9,6.199999999999999,1.5499999999999998,1.0,2007,1.0,246.66
2007-01-08,10.8,35.39999999999999,8,2,36.149999999999984,32.3,1,16.2,2007-01-08,3.0999999999999943,4.649999999999999,9.0,1,28.0,1,0.7499999999999929,27.65,9.5,44.599999999999994,11.149999999999999,8.6,2007,1.0,246.67
2007-01-09,0.4,35.099999999999994,9,2,36.54999999999999,32.75,1,0.8,2007-01-09,2.3499999999999943,16.45,0.6,1,1.8,1,1.4499999999999957,16.3,10.45,1.8000000000000003,0.45000000000000007,0.0,2007,1.0,246.75
2007-01-10,0.6,34.89999999999999,10,2,36.59999999999999,32.949999999999996,1,0.0,2007-01-10,1.9499999999999957,19.249999999999996,0.2,1,0.2,1,1.6999999999999957,13.7,9.05,0.8,0.2,0.0,2007,1.0,246.78
2007-01-11,0.2,34.9,11,2,36.64999999999999,32.95,1,0.0,2007-01-11,1.9499999999999957,19.200000000000003,0.0,1,0.0,1,1.749999999999993,13.75,8.95,0.2,0.05,0.0,2007,1.0,246.78
2007-01-12,0.0,33.0,12,2,36.64999999999999,32.95,1,0.0,2007-01-12,0.04999999999999716,19.450000000000003,0.0,1,0.0,1,3.6499999999999915,13.5,11.8,0.0,0.0,0.0,2007,1.0,246.78
2007-01-13,0.4,33.199999999999996,13,2,36.84999999999999,33.15,1,0.2,2007-01-13,0.04999999999999716,19.5,0.2,1,0.4,1,3.6499999999999915,13.649999999999999,11.3,0.8,0.2,0.0,2007,1.0,246.78
2007-01-14,0.0,33.199999999999996,14,2,36.84999999999999,30.599999999999998,1,0.0,2007-01-14,2.599999999999998,17.0,0.0,1,0.0,1,3.6499999999999915,13.599999999999998,8.25,0.0,0.0,0.0,2007,1.0,246.78
2007-01-15,0.0,33.25,15,3,36.349999999999994,28.6,1,0.2,2007-01-15,4.649999999999999,16.500000000000004,0.0,1,0.0,1,3.0999999999999943,12.099999999999998,9.2,0.2,0.05,0.0,2007,1.0,246.78
2007-01-16,1.6,33.65,16,3,35.99999999999999,17.2,1,0.0,2007-01-16,16.45,15.85,0.0,1,0.0,1,2.3499999999999943,1.35,11.15,1.6,0.4,0.0,2007,1.0,246.78
2007-01-17,2.4,34.25,17,3,36.199999999999996,15.0,1,0.0,2007-01-17,19.25,13.5,0.0,1,0.0,1,1.9499999999999957,1.5,7.65,2.4,0.6,0.0,2007,0.6,246.79
2007-01-18,2.6,35.14999999999999,18,3,37.09999999999999,15.95,1,0.2,2007-01-18,19.199999999999992,13.7,0.8,1,2.0,1,1.9499999999999957,2.25,10.5,3.8000000000000007,0.9500000000000002,0.2,2007,0.6,246.79
2007-01-19,0.2,35.199999999999996,19,3,35.24999999999999,15.75,1,0.0,2007-01-19,19.449999999999996,13.5,0.0,1,0.0,1,0.04999999999999716,2.25,11.6,0.2,0.05,0.0,2007,0.6,246.79
2007-01-20,0.2,35.24999999999999,20,3,35.29999999999999,15.75,1,0.0,2007-01-20,19.499999999999993,13.45,0.0,1,0.2,1,0.04999999999999716,2.3000000000000003,11.45,0.2,0.05,0.0,2007,0.6,246.79
2007-01-21,0.4,32.9,21,3,35.49999999999999,15.899999999999999,1,0.2,2007-01-21,17.0,13.599999999999998,0.2,1,0.2,1,2.5999999999999943,2.3,11.3,0.8,0.2,0.0,2007,0.6,246.79
2007-01-22,0.0,30.85,22,4,35.49999999999999,14.349999999999998,1,0.0,2007-01-22,16.500000000000004,12.049999999999997,0.0,1,0.0,1,4.6499999999999915,2.3,12.7,0.0,0.0,0.0,2007,0.6,246.8
2007-01-23,15.6,31.7,23,4,48.14999999999999,15.849999999999998,1,9.6,2007-01-23,15.850000000000001,0.9499999999999993,10.2,1,16.6,1,16.449999999999992,14.899999999999999,12.7,50.599999999999994,12.649999999999999,15.2,2007,0.6,246.8
2007-01-24,27.4,46.199999999999996,24,4,65.44999999999999,32.7,1,13.2,2007-01-24,13.499999999999993,0.9000000000000021,11.0,1,17.0,1,19.249999999999993,31.8,8.7,69.2,17.3,17.6,2007,0.6,246.92
2007-01-25,12.0,54.79999999999999,25,4,73.99999999999999,41.099999999999994,1,5.8,2007-01-25,13.699999999999996,1.2999999999999972,7.0,1,8.0,1,19.199999999999996,39.8,2.75,34.400000000000006,8.600000000000001,9.6,2007,0.6,247.21
2007-01-26,0.0,54.64999999999999,26,4,74.09999999999998,41.15,1,0.0,2007-01-26,13.499999999999993,2.200000000000003,0.2,1,0.2,1,19.44999999999999,38.949999999999996,4.25,0.4,0.1,0.2,2007,1.1,247.33
2007-01-27,0.0,54.599999999999994,27,4,74.09999999999998,41.15,1,0.0,2007-01-27,13.449999999999996,2.25,0.0,1,0.0,1,19.499999999999986,38.9,3.1,0.0,0.0,0.0,2007,1.1,247.4
2007-01-28,0.0,54.65,28,4,71.64999999999999,41.05,1,0.2,2007-01-28,13.600000000000001,2.0999999999999943,0.2,1,0.2,1,16.999999999999993,38.95,4.15,0.4,0.1,0.0,2007,1.1,247.43
2007-01-29,0.0,53.1,29,5,69.6,41.05,1,0.0,2007-01-29,12.050000000000004,2.299999999999997,0.0,1,0.0,1,16.499999999999993,38.75,4.75,0.0,0.0,0.0,2007,0.6,247.47
2007-01-30,0.0,42.1,30,5,57.94999999999999,41.15,1,0.2,2007-01-30,0.9500000000000028,2.25,0.2,1,0.2,1,15.849999999999987,38.9,6.15,0.6000000000000001,0.15000000000000002,0.2,2007,0.6,247.48
2007-01-31,0.0,41.7,31,5,55.199999999999996,40.800000000000004,1,0.2,2007-01-31,0.8999999999999986,14.5,0.0,1,0.0,1,13.499999999999993,26.300000000000004,6.1,0.2,0.05,0.0,2007,0.6,247.51
2007-02-01,0.0,41.5,32,5,55.199999999999996,40.2,1,0.0,2007-02-01,1.2999999999999972,31.200000000000003,0.0,2,0.0,1,13.699999999999996,9.000000000000002,6.05,0.0,0.0,0.0,2007,0.6,247.54
2007-02-02,0.0,41.5,33,5,54.99999999999999,39.3,1,0.2,2007-02-02,2.200000000000003,38.849999999999994,0.0,2,0.0,1,13.499999999999993,0.44999999999999996,9.4,0.2,0.05,0.0,2007,0.6,247.55
2007-02-03,0.0,41.5,34,5,54.949999999999996,39.25,1,0.0,2007-02-03,2.25,38.9,0.0,2,0.0,1,13.449999999999996,0.35,9.25,0.0,0.0,0.0,2007,0.6,247.56
2007-02-04,0.0,41.3,35,5,54.9,39.2,1,0.0,2007-02-04,2.0999999999999943,38.85,0.0,2,0.0,1,13.600000000000001,0.35,9.55,0.0,0.0,0.0,2007,0.6,247.58
2007-02-05,0.0,41.3,36,6,53.35,39.0,1,0.0,2007-02-05,2.299999999999997,38.75,0.0,2,0.0,1,12.050000000000004,0.25,6.95,0.0,0.0,0.0,2007,0.6,247.59
2007-02-06,11.6,47.050000000000004,37,6,48.00000000000001,44.800000000000004,1,3.0,2007-02-06,2.25,38.75,2.6,2,8.6,1,0.9500000000000028,6.050000000000001,7.3,23.200000000000003,5.800000000000001,6.0,2007,0.6,247.61
2007-02-07,26.0,64.25,38,6,65.15,49.75,1,18.2,2007-02-07,14.5,26.249999999999996,14.2,2,28.6,1,0.9000000000000057,23.500000000000004,8.8,70.4,17.6,12.0,2007,0.6,247.64
2007-02-08,17.0,76.65,39,6,77.95,45.45,1,15.4,2007-02-08,31.200000000000003,9.0,9.0,2,19.0,1,1.2999999999999972,36.45,8.5,52.0,13.0,10.6,2007,0.6,247.85
2007-02-09,9.4,84.95,40,6,87.15,46.1,1,9.6,2007-02-09,38.85,0.3999999999999986,8.8,2,15.4,1,2.200000000000003,45.7,10.1,37.0,9.25,9.2,2007,0.6,248.16
2007-02-10,0.0,84.9,41,6,87.15,46.0,1,0.0,2007-02-10,38.900000000000006,0.3499999999999943,0.0,2,0.0,1,2.25,45.650000000000006,9.4,0.0,0.0,0.0,2007,0.6,248.4
2007-02-11,0.0,84.85000000000001,42,6,86.95,46.0,1,0.0,2007-02-11,38.85000000000001,0.3499999999999943,0.0,2,0.0,1,2.0999999999999943,45.650000000000006,10.25,0.0,0.0,0.0,2007,0.6,248.48
2007-02-12,44.4,117.74999999999997,43,7,120.04999999999997,79.0,1,25.4,2007-02-12,38.74999999999997,0.25,29.0,2,38.6,1,2.299999999999997,78.75,10.95,132.4,33.1,33.6,2007,0.6,248.54
2007-02-13,0.4,118.29999999999998,44,7,120.54999999999998,79.55,1,0.8,2007-02-13,38.749999999999986,0.25,0.6,2,0.6,1,2.25,79.3,9.3,2.2,0.55,0.4,2007,0.6,249.11
2007-02-14,0.0,105.64999999999999,45,7,120.14999999999998,79.39999999999999,1,0.0,2007-02-14,26.25,5.8999999999999915,0.0,2,0.0,1,14.499999999999986,73.5,11.0,0.0,0.0,0.0,2007,0.6,249.31
2007-02-15,9.6,96.54999999999998,46,7,127.74999999999997,87.54999999999998,1,5.4,2007-02-15,9.0,23.44999999999999,7.2,2,15.6,1,31.19999999999999,64.1,10.1,32.800000000000004,8.200000000000001,10.6,2007,0.6,249.41
2007-02-16,0.0,88.05,47,7,126.89999999999999,87.65,1,0.2,2007-02-16,0.3999999999999915,36.45,0.0,2,0.2,1,38.849999999999994,51.2,7.45,0.4,0.1,0.2,2007,0.6,249.57
2007-02-17,0.0,87.95,48,7,126.85,87.60000000000001,1,0.0,2007-02-17,0.3499999999999943,45.650000000000006,0.0,2,0.0,1,38.89999999999999,41.95,11.25,0.0,0.0,0.0,2007,0.6,249.66
2007-02-18,0.0,87.95,49,7,126.8,87.60000000000001,1,0.0,2007-02-18,0.3499999999999943,45.650000000000006,0.0,2,0.0,1,38.849999999999994,41.95,9.4,0.0,0.0,0.0,2007,0.6,249.72
2007-02-19,0.0,87.85000000000001,50,8,126.6,87.60000000000001,1,0.0,2007-02-19,0.25,45.650000000000006,0.0,2,0.0,1,38.749999999999986,41.95,7.65,0.0,0.0,0.0,2007,0.6,249.77
2007-02-20,0.0,87.85000000000001,51,8,126.6,87.60000000000001,1,0.0,2007-02-20,0.25,78.75,0.0,2,0.0,1,38.749999999999986,8.850000000000001,9.2,0.0,0.0,0.0,2007,0.6,249.82
2007-02-21,1.8,90.8,52,8,117.05,84.9,1,4.8,2007-02-21,5.8999999999999915,73.5,4.6,2,2.2,1,26.25,11.4,10.7,12.399999999999999,3.0999999999999996,1.2,2007,0.6,249.84
2007-02-22,0.2,90.94999999999999,53,8,99.94999999999999,67.5,1,0.0,2007-02-22,23.44999999999999,55.9,0.2,2,0.2,1,9.0,11.600000000000001,11.65,0.8,0.2,0.4,2007,0.6,249.88
2007-02-23,0.0,91.04999999999998,54,8,91.44999999999997,54.6,1,0.2,2007-02-23,36.44999999999998,51.1,0.2,2,0.0,1,0.3999999999999915,3.4999999999999996,8.45,0.4,0.1,0.0,2007,0.6,249.9
2007-02-24,1.2,94.49999999999999,55,8,94.84999999999998,48.85,1,4.2,2007-02-24,45.649999999999984,41.95,4.0,2,9.8,1,0.3499999999999943,6.9,10.85,14.0,3.5,4.6,2007,0.6,249.92
2007-02-25,36.6,121.45,56,8,121.8,75.80000000000001,1,23.2,2007-02-25,45.64999999999999,41.95000000000001,22.6,2,41.8,1,0.3499999999999943,33.85,10.4,107.80000000000001,26.950000000000003,25.4,2007,0.6,249.96
2007-02-26,0.4,121.64999999999999,57,9,121.89999999999999,76.0,1,0.2,2007-02-26,45.64999999999999,41.949999999999996,0.0,2,0.0,1,0.25,34.050000000000004,9.9,0.8,0.2,0.2,2007,2.2,250.38
2007-02-27,0.0,121.75000000000001,58,9,122.00000000000001,43.00000000000001,1,0.2,2007-02-27,78.75,8.850000000000001,0.2,2,0.0,1,0.25,34.150000000000006,8.7,0.4,0.1,0.0,2007,2.2,250.48
2007-02-28,4.2,117.4,59,9,123.3,43.90000000000001,1,0.8,2007-02-28,73.5,8.300000000000004,0.8,2,1.2,1,5.8999999999999915,35.60000000000001,10.05,5.8,1.45,0.0,2007,2.2,250.51
2007-03-01,0.6,100.05000000000001,60,9,123.5,44.15000000000001,1,0.0,2007-03-01,55.9,11.400000000000006,0.4,3,0.0,2,23.44999999999999,32.75000000000001,9.4,1.0,0.25,0.0,2007,2.2,250.54
2007-03-02,0.0,87.10000000000001,61,9,123.55000000000001,36.00000000000001,1,0.0,2007-03-02,51.1,3.4000000000000057,0.2,3,0.0,2,36.45,32.6,12.0,0.2,0.05,0.0,2007,2.2,250.55
2007-03-03,0.4,77.95000000000002,62,9,123.60000000000001,36.00000000000001,1,0.0,2007-03-03,41.95000000000001,3.4000000000000057,0.0,3,0.4,2,45.64999999999999,32.6,12.9,0.4,0.1,0.0,2007,2.2,250.56
2007-03-04,0.0,77.95000000000002,63,9,123.60000000000001,36.00000000000001,1,0.0,2007-03-04,41.95000000000001,6.900000000000006,0.0,3,0.0,2,45.64999999999999,29.1,12.65,0.0,0.0,0.0,2007,2.2,250.56
2007-03-05,0.0,77.95000000000002,64,10,123.60000000000001,36.00000000000001,1,0.0,2007-03-05,41.95000000000001,33.85000000000001,0.0,3,0.0,2,45.64999999999999,2.1500000000000004,14.15,0.0,0.0,0.0,2007,2.2,250.56
2007-03-06,0.2,44.90000000000001,65,10,123.65000000000002,36.05000000000001,1,0.0,2007-03-06,8.850000000000001,34.05000000000001,0.0,3,0.0,2,78.75,2.0,13.75,0.2,0.05,0.0,2007,2.2,250.56
2007-03-07,11.4,51.45000000000001,66,10,124.95000000000002,43.150000000000006,1,6.4,2007-03-07,8.300000000000004,34.150000000000006,1.8,3,13.2,2,73.5,9.0,11.6,28.400000000000002,7.1000000000000005,8.8,2007,2.2,250.56
2007-03-08,0.0,51.45000000000001,67,10,107.35000000000001,40.050000000000004,1,0.0,2007-03-08,11.400000000000006,32.50000000000001,0.0,3,0.0,2,55.9,7.55,9.65,0.0,0.0,0.0,2007,2.2,250.58
2007-03-09,0.0,43.25000000000001,68,10,94.35000000000001,39.85,1,0.0,2007-03-09,3.4000000000000057,32.550000000000004,0.0,3,0.0,2,51.1,7.3,11.65,0.0,0.0,0.0,2007,2.2,250.58
2007-03-10,0.0,43.2,69,10,85.15,39.8,1,0.2,2007-03-10,3.4000000000000057,32.5,0.0,3,0.0,2,41.95,7.3,11.7,0.2,0.05,0.0,2007,0.6,250.58
2007-03-11,0.0,43.2,70,10,85.15,36.3,1,0.0,2007-03-11,6.900000000000006,29.099999999999998,0.0,3,0.0,2,41.95,7.2,11.25,0.0,0.0,0.0,2007,0.6,250.59
2007-03-12,0.0,43.2,71,11,85.15,9.349999999999998,1,0.0,2007-03-12,33.85000000000001,2.1499999999999977,0.0,3,0.0,2,41.95,7.2,9.25,0.0,0.0,0.0,2007,0.6,250.61
2007-03-13,0.0,43.2,72,11,52.050000000000004,9.149999999999999,1,0.0,2007-03-13,34.050000000000004,1.9499999999999984,0.0,3,0.0,2,8.850000000000001,7.2,12.6,0.0,0.0,0.0,2007,0.6,250.62
2007-03-14,0.0,43.2,73,11,51.50000000000001,9.049999999999999,1,0.0,2007-03-14,34.150000000000006,1.8999999999999986,0.0,3,0.0,2,8.300000000000004,7.15,15.3,0.0,0.0,0.0,2007,0.6,250.63
2007-03-15,0.0,40.1,74,11,51.50000000000001,7.6,1,0.0,2007-03-15,32.5,7.55,0.0,3,0.0,2,11.400000000000006,0.05,15.8,0.0,0.0,0.0,2007,0.6,250.64
2007-03-16,0.0,39.9,75,11,43.300000000000004,7.35,1,0.0,2007-03-16,32.55,7.3,0.0,3,0.0,2,3.4000000000000057,0.05,14.6,0.0,0.0,0.0,2007,0.6,250.65
2007-03-17,0.0,39.8,76,11,43.2,7.3,1,0.0,2007-03-17,32.5,7.25,0.0,3,0.0,2,3.4000000000000057,0.05,14.1,0.0,0.0,0.0,2007,0.6,250.65
2007-03-18,0.0,36.3,77,11,43.2,7.2,1,0.0,2007-03-18,29.099999999999998,7.2,0.0,3,0.0,2,6.900000000000006,0.0,12.8,0.0,0.0,0.0,2007,0.6,250.66
2007-03-19,23.2,25.150000000000006,78,12,59.000000000000014,23.000000000000004,1,13.6,2007-03-19,2.150000000000002,7.200000000000003,11.4,3,19.6,2,33.85000000000001,15.8,13.0,63.2,15.8,15.0,2007,0.6,250.68
2007-03-20,11.8,39.050000000000004,79,12,73.10000000000001,37.1,1,12.2,2007-03-20,1.9500000000000028,7.199999999999999,14.8,3,15.8,2,34.050000000000004,29.900000000000002,6.7,56.400000000000006,14.100000000000001,17.6,2007,1.2,250.76
2007-03-21,15.8,46.45,80,12,80.60000000000001,44.550000000000004,1,3.2,2007-03-21,1.8999999999999986,7.149999999999999,8.8,3,4.4,2,34.150000000000006,37.400000000000006,3.2,30.0,7.5,2.2,2007,2.2,250.89
2007-03-22,0.0,45.0,81,12,77.50000000000001,37.45,1,0.0,2007-03-22,7.549999999999997,0.04999999999999716,0.0,3,0.0,2,32.500000000000014,37.400000000000006,7.0,0.0,0.0,0.0,2007,2.2,250.95
2007-03-23,0.0,44.75,82,12,77.30000000000001,37.45,1,0.0,2007-03-23,7.299999999999997,0.04999999999999716,0.0,3,0.0,2,32.55000000000001,37.400000000000006,6.5,0.0,0.0,0.0,2007,2.2,250.98
2007-03-24,0.8,45.65,83,12,78.15,38.4,1,2.0,2007-03-24,7.25,0.04999999999999716,0.6,3,1.0,2,32.50000000000001,38.35,6.9,3.8000000000000003,0.9500000000000001,0.4,2007,2.2,250.99
2007-03-25,3.2,46.65,84,12,75.75,39.45,1,0.6,2007-03-25,7.199999999999996,0.0,0.6,3,1.0,2,29.1,39.45,8.25,4.4,1.1,0.0,2007,2.2,251.0
2007-03-26,2.8,48.85,85,13,51.00000000000001,41.650000000000006,1,2.2,2007-03-26,7.199999999999996,0.0,3.8,3,0.2,2,2.1500000000000057,41.650000000000006,6.6,8.8,2.2,0.0,2007,2.2,251.01
2007-03-27,4.8,52.25,86,13,54.2,45.050000000000004,1,1.2,2007-03-27,7.199999999999996,15.8,7.4,3,1.2,2,1.9500000000000028,29.250000000000004,7.95,13.600000000000001,3.4000000000000004,0.2,2007,2.2,251.02
2007-03-28,0.0,52.2,87,13,54.1,45.050000000000004,1,0.0,2007-03-28,7.149999999999999,29.900000000000002,0.0,3,0.0,2,1.8999999999999986,15.150000000000002,8.45,0.0,0.0,0.0,2007,2.35,251.04
2007-03-29,4.6,48.8,88,13,56.349999999999994,48.75,1,4.0,2007-03-29,0.04999999999999716,37.4,2.8,3,4.4,2,7.549999999999997,11.35,9.7,14.8,3.7,3.4,2007,2.45,251.07
2007-03-30,12.0,55.7,89,13,63.0,55.650000000000006,1,3.8,2007-03-30,0.04999999999999716,37.400000000000006,3.0,3,7.4,2,7.299999999999997,18.250000000000004,9.65,27.6,6.9,8.8,2007,2.2,251.08
2007-03-31,0.0,55.75,90,13,63.0,55.7,1,0.2,2007-03-31,0.04999999999999716,37.400000000000006,0.0,3,0.0,2,7.25,18.3,7.65,0.2,0.05,0.0,2007,2.2,251.1
2007-04-01,0.2,55.75,91,13,62.949999999999996,55.75,2,0.0,2007-04-01,0.0,38.349999999999994,0.0,4,0.2,2,7.199999999999996,17.400000000000002,11.25,0.2,0.05,0.0,2007,2.2,251.12
2007-04-02,0.0,55.75,92,14,62.949999999999996,55.75,2,0.0,2007-04-02,0.0,39.45,0.0,4,0.0,2,7.199999999999996,16.3,14.25,0.0,0.0,0.0,2007,2.2,251.14
2007-04-03,10.0,58.60000000000001,93,14,65.8,42.800000000000004,2,1.2,2007-04-03,15.800000000000004,25.85,0.2,4,0.8,2,7.199999999999989,16.950000000000003,15.3,11.399999999999999,2.8499999999999996,0.0,2007,2.2,251.14
2007-04-04,0.2,58.75,94,14,65.89999999999999,28.85,2,0.2,2007-04-04,29.9,15.150000000000002,0.2,4,0.8,2,7.1499999999999915,13.7,14.3,0.6000000000000001,0.15000000000000002,0.0,2007,2.2,251.14
2007-04-05,0.0,58.75,95,14,58.8,21.35,2,0.0,2007-04-05,37.4,7.650000000000002,0.0,4,0.0,2,0.04999999999999716,13.7,11.6,0.0,0.0,0.0,2007,2.2,251.14
2007-04-06,0.0,58.75,96,14,58.8,21.35,2,0.0,2007-04-06,37.4,11.350000000000001,0.0,4,0.0,2,0.04999999999999716,10.0,12.7,0.0,0.0,0.0,2007,2.2,251.13
2007-04-07,0.0,58.75,97,14,58.8,21.35,2,0.0,2007-04-07,37.4,18.250000000000004,0.0,4,0.0,2,0.04999999999999716,3.099999999999999,14.2,0.0,0.0,0.0,2007,2.2,251.12
2007-04-08,0.0,58.75,98,14,58.75,20.400000000000002,2,0.0,2007-04-08,38.349999999999994,17.35,0.0,4,0.0,2,0.0,3.0499999999999994,13.2,0.0,0.0,0.0,2007,2.2,251.11
2007-04-09,0.0,58.75,99,15,58.75,19.3,2,0.0,2007-04-09,39.45,16.3,0.0,4,0.0,2,0.0,2.9999999999999996,13.6,0.0,0.0,0.0,2007,2.2,251.1
2007-04-10,0.0,42.95,100,15,58.75,17.1,2,0.0,2007-04-10,25.85,14.100000000000001,0.0,4,0.0,2,15.799999999999997,2.9999999999999996,13.15,0.0,0.0,0.0,2007,1.2,251.08
